Player,Age,Position,League,MarketValue,scaled_ProgressivePasses,scaled_Tackles,scaled_Interceptions,scaled_xG
Hugo Lopez,18,Forward,Ligue 1,14.5,0.10469013688772855,0.6896097839508799,-0.5018131451519982,-0.6053925628067948
Leo Diaz,27,Forward,Serie A,16.34,-0.5094758902474363,-1.191385016683483,-1.1201396065049347,1.89918659774141
Leo Costa,32,Forward,Premier League,18.58,-0.126880660228809,-0.9617800175450161,-0.8625035809412113,-0.4264940513390658
Diego Santos,28,Forward,Premier League,26.74,-1.1035053263289891,-1.085413478619575,-1.0995287244598368,0.3487328316877594
Gabriel Garcia,24,Defender,Bundesliga,4.67,-0.036266000487555086,-0.8469775179757827,-0.9037253450314069,1.3028582261823136
Mateo Lopez,31,Defender,Premier League,13.13,-0.9826857800073173,-1.085413478619575,-1.0480015193470922,1.8395537605855004
Hugo Oliveira,30,Forward,Premier League,3.95,-0.5195441857742423,-1.3150184777580418,-1.0480015193470922,1.123959714714585
Gabriel Santos,33,Forward,Ligue 1,25.76,0.5275585490135797,1.484396319430188,-0.3575369708363129,-0.4264940513390658
Leo Silva,18,Forward,Bundesliga,38.71,-1.254529759231079,0.8485670910467412,-0.6048675553774875,-0.724658237118614
Hugo Santos,30,Midfielder,Bundesliga,23.52,-0.4994075947206304,-1.0059348250716444,-1.1716668116176796,1.243225389026404
Santi Rodriguez,31,Defender,La Liga,19.18,-0.35845145734534656,-1.0500896325982725,-1.1613613705951304,1.6010224119618617
Hugo Silva,31,Defender,Serie A,12.96,-0.07653918259477904,1.3519318968503033,0.734839777553875,-0.8439239114304332
Mateo Oliveira,23,Goalkeeper,Bundesliga,10.27,1.9874614004004472,-0.5025700192680825,0.7863669826666194,-0.009064191247698392
Marco Garcia,17,Midfielder,Serie A,29.34,-0.5598173678814661,-1.1737230936728316,-0.9346416680990538,0.3487328316877594
Marco Santos,29,Goalkeeper,La Liga,19.04,-0.590022254461884,-1.1207373246408776,-1.0273906373019943,1.5413895748059518
Santi Oliveira,27,Forward,Serie A,33.48,-0.630295436569108,-1.041258671092947,0.18865140335878094,-0.06869702840360792
Santi Rodriguez,20,Defender,Bundesliga,39.92,-1.4961688518744225,-1.3680042467899958,-1.2644157808206198,-0.48612688849497543
Enzo Fernandez,25,Forward,Ligue 1,20.75,-1.0934370308021832,1.8641276641591906,1.0027812441401476,-0.7842910742745237
Enzo Silva,33,Goalkeeper,Serie A,12.56,-0.7611832784175858,-1.5446234768965088,-0.8625035809412113,1.123959714714585
Enzo Garcia,33,Forward,La Liga,30.02,0.6181732087548334,-0.08751482851777713,1.2604172697038711,-0.6053925628067948
Mateo Santos,27,Forward,La Liga,15.63,0.47721707137954994,0.5571453613709952,0.0752915521107427,-0.6053925628067948
Leo Silva,20,Defender,Premier League,13.39,0.17516820557537047,1.387255742871606,0.013458905975448993,-0.06869702840360792
Diego Lopez,26,Goalkeeper,Ligue 1,25.3,-0.40879293497937647,1.1929745897544415,2.1054634335528846,-0.3668612141831562
Hugo Diaz,25,Goalkeeper,Ligue 1,7.53,-0.9021394157928695,0.35403324674850517,0.4875091930127003,-0.724658237118614
Julian Oliveira,33,Goalkeeper,La Liga,33.37,-0.8618662336856456,-1.2267088627047855,-1.223194016730424,0.7065298546232174
Gabriel Martinez,28,Midfielder,Premier League,32.17,0.7289244595496995,-0.3082888661509183,2.3012668129813143,-0.7842910742745237
Hugo Rodriguez,30,Midfielder,Ligue 1,1.82,-0.9222760068464815,-0.07868386701245147,0.1371241982460362,-0.5457597256508852
Santi Garcia,25,Midfielder,Ligue 1,34.23,-1.2847346458114968,1.4667343964195367,-0.6873110835578792,-0.3668612141831562
Enzo Fernandez,23,Midfielder,Premier League,35.27,0.9000854835054011,-0.33478175066689525,-0.09990094527258947,0.28909999453184987
Leo Lopez,23,Goalkeeper,Ligue 1,24.34,0.20537309215578844,0.2215688241686206,-1.8930476831961052,-0.8439239114304332
Gabriel Silva,27,Forward,Premier League,9.75,-0.8417296426320336,0.9015528600786952,1.5901913824254372,-0.48612688849497543
Hugo Oliveira,20,Midfielder,Serie A,21.48,-0.08660747812158504,-0.8381465564704571,1.3840825619744581,-0.48612688849497543
Julian Martinez,18,Forward,Serie A,32.75,-1.2948029413383029,-1.041258671092947,-0.9243362270765048,1.6606552491177713
Leo Santos,21,Forward,Bundesliga,32.24,-0.7410466873639738,-1.1737230936728316,-1.0995287244598368,1.9588194348973198
Enzo Rodriguez,17,Defender,Bundesliga,17.93,-0.5195441857742423,-0.9176252100183878,0.4462874289225045,-0.6650253999627043
Hugo Oliveira,21,Goalkeeper,La Liga,14.61,-0.16715384233603295,-1.1119063631355521,-0.9346416680990538,1.123959714714585
Mateo Martinez,18,Midfielder,La Liga,34.43,2.068007764614895,-0.17582444357103347,0.17834596233623198,-0.3668612141831562
Mateo Rodriguez,32,Defender,Ligue 1,25.15,1.3028173045776403,0.07144247857808446,0.6420908083509344,-0.30722837702724654
Mateo Costa,20,Midfielder,Ligue 1,7.69,3.155383681509941,0.24806170868459754,-0.2544825606108235,-0.3668612141831562
Gabriel Martinez,33,Defender,Premier League,28.79,0.41680729821871404,1.2636222817970468,0.7966724236891687,-0.5457597256508852
Mateo Diaz,34,Forward,La Liga,8.8,-0.45913441261340643,0.7425955529828338,0.4050656648323087,-0.6650253999627043
Mateo Diaz,32,Defender,Bundesliga,21.65,1.7458223077571033,0.7779193990041364,-0.7285328476480748,-0.009064191247698392
Lucas Oliveira,34,Forward,Premier League,8.51,-0.3181782752381226,1.528551126956816,1.981798141282297,-0.3668612141831562
Hugo Garcia,33,Goalkeeper,La Liga,24.74,-0.620227141042302,-0.9617800175450161,-1.0376960783245432,0.3487328316877594
Santi Silva,28,Forward,Ligue 1,0.85,0.3463292295310721,0.9545386291106491,0.2607894905166236,-0.8439239114304332
Gabriel Martinez,29,Forward,Premier League,38.82,0.2355779787362062,-0.9794419405556675,0.8481996288019131,-0.7842910742745237
Julian Rodriguez,32,Midfielder,Ligue 1,16.53,1.061178211934297,0.9192147830893465,1.5592750593577902,-0.5457597256508852
Enzo Rodriguez,33,Defender,Bundesliga,7.74,0.024143772673280633,0.7955813220147877,-1.1613613705951304,-0.48612688849497543
Diego Oliveira,26,Forward,Ligue 1,31.49,0.45708048032593795,0.7072717069615312,0.4978146340352493,-0.3668612141831562
Mateo Garcia,17,Midfielder,Serie A,23.74,-1.214256577123855,-1.2002159781888087,-1.0067797552568962,-0.3668612141831562
Leo Lopez,22,Defender,Bundesliga,3.46,1.2726124179972225,1.431410550398234,-0.42967505799415556,-0.5457597256508852
Marco Diaz,33,Goalkeeper,Bundesliga,10.41,-0.690705209729944,1.5991988189994213,1.2810281517489688,-0.8439239114304332
Leo Garcia,23,Midfielder,La Liga,13.25,-1.254529759231079,-1.1030754016302264,-1.2128885757078751,0.11020148306412099
Santi Lopez,28,Defender,Serie A,39.9,1.2625441224704164,-0.5997105958266646,-0.5636457912872919,-0.6650253999627043
Enzo Fernandez,34,Defender,Serie A,30.3,0.47721707137954994,1.016355359647929,1.4871369721999477,-0.48612688849497543
Hugo Diaz,33,Defender,Serie A,3.82,-1.0531638486949593,-1.2708636702314136,-1.1922776936627772,-0.1879627027154273
Santi Garcia,33,Midfielder,Premier League,16.05,-1.5263737384548404,0.07144247857808446,0.539036398125445,-0.30722837702724654
Mateo Rodriguez,29,Midfielder,Bundesliga,3.93,0.3060560474238481,0.4335119002964361,0.734839777553875,-0.5457597256508852
Santi Diaz,22,Goalkeeper,Bundesliga,7.63,0.5879683221744156,3.0209836213568506,1.4149988850421054,-0.7842910742745237
Hugo Fernandez,24,Forward,Serie A,8.1,-0.8618662336856456,-0.9794419405556675,-0.5739512323098408,-0.6053925628067948
Marco Martinez,34,Midfielder,La Liga,29.46,1.2021343493095804,0.31870940072720255,0.09590243415584061,0.11020148306412099
Julian Costa,22,Midfielder,Premier League,4.6,-0.2980416841845106,0.8220742065307645,0.22987316744897676,-0.724658237118614
Mateo Oliveira,17,Forward,La Liga,18.0,-0.7511149828907798,0.9457076676053237,1.1058356543656367,-0.30722837702724654
Julian Silva,27,Goalkeeper,Bundesliga,29.57,0.3463292295310721,1.2724532433023723,2.4146266642293526,-0.5457597256508852
Julian Santos,24,Defender,Premier League,5.2,-0.17722213786283894,-1.2090469396941343,-1.0273906373019943,-2.2751120031722647
Julian Santos,22,Forward,La Liga,5.51,-1.4055541921331687,0.7690884374988105,-0.22356623754317667,-0.724658237118614
Diego Santos,24,Goalkeeper,Serie A,13.79,-0.34838316181854057,0.7425955529828338,0.18865140335878094,-0.6053925628067948
Santi Rodriguez,17,Midfielder,Ligue 1,10.66,0.8296074148177593,-0.26413405862429,-0.5430349092421939,0.2294671573759402
Gabriel Santos,29,Goalkeeper,Premier League,32.75,0.5376268445403859,0.5041595923390413,0.4050656648323087,-0.6650253999627043
Leo Silva,17,Defender,Serie A,24.1,-1.0330272576413473,-0.8469775179757827,-1.2644157808206198,1.89918659774141
Lucas Silva,34,Defender,Ligue 1,31.32,0.19530479662898245,0.3716951697591565,-0.17203903243043192,-0.5457597256508852
Lucas Rodriguez,22,Goalkeeper,Ligue 1,12.4,-1.0934370308021832,-1.2973565547473906,-1.0376960783245432,0.7661626917791271
Gabriel Rodriguez,29,Goalkeeper,La Liga,18.14,-0.14701725128242096,-0.36127463518287223,-0.6873110835578792,-0.4264940513390658
Leo Diaz,17,Defender,La Liga,38.46,-0.4994075947206304,0.8573980525520671,-0.8521981399186622,-0.3668612141831562
Santi Rodriguez,19,Defender,Ligue 1,6.31,-1.5062371474012284,0.5129905538443668,0.6008690442607387,-0.48612688849497543
Marco Silva,29,Goalkeeper,Bundesliga,22.02,-0.04633429601436107,0.8573980525520671,-0.4090641759490577,-0.12832986555951761
Diego Costa,33,Midfielder,Serie A,24.15,1.363227077738476,-0.3789365581935235,0.4050656648323087,-0.4264940513390658
Enzo Silva,23,Goalkeeper,Premier League,10.01,2.8634031112325675,-0.09634579002310278,-0.23387167856572563,-0.06869702840360792
Diego Rodriguez,28,Forward,Bundesliga,3.27,-0.5296124813010481,0.20390690115796928,1.7550784387862204,-0.6650253999627043
Leo Santos,22,Midfielder,La Liga,19.51,-0.590022254461884,-1.4739757848539037,-1.078917842414739,1.6010224119618617
Marco Costa,31,Midfielder,Bundesliga,17.16,0.37653411611149007,-0.8558084794811084,0.034069788020546894,-0.3668612141831562
Diego Oliveira,17,Defender,Bundesliga,9.08,-0.640363732095914,1.3695938198609547,1.0027812441401476,-0.6053925628067948
Leo Santos,19,Forward,Premier League,10.6,-0.7813198694711978,-1.1737230936728316,-1.0583069603696411,1.8395537605855004
Gabriel Martinez,22,Forward,La Liga,32.34,-0.8115247560516158,1.8376347796432135,-0.6048675553774875,-0.5457597256508852
Marco Costa,22,Goalkeeper,La Liga,12.11,0.3161243429506541,-1.465144823348578,-1.2541103397980709,-0.8439239114304332
Diego Rodriguez,27,Goalkeeper,La Liga,13.11,1.7357540122302977,-0.4495842502361286,0.4668983109676024,-0.12832986555951761
Mateo Silva,31,Forward,Serie A,9.08,1.1215879850951325,0.6277930534136,0.3432330186970152,-0.6053925628067948
Leo Silva,27,Goalkeeper,La Liga,1.03,0.14496331899495252,-0.36127463518287223,0.5493418391479941,-0.6650253999627043
Lucas Lopez,21,Defender,Bundesliga,15.19,-0.16715384233603295,-1.1737230936728316,-1.089223283437288,1.3028582261823136
Enzo Santos,28,Forward,Premier League,2.84,0.3563975250578781,-0.4849080962574312,0.10620787517838956,-0.3668612141831562
Marco Martinez,26,Forward,Premier League,25.67,1.2927490090508345,-0.08751482851777713,-0.3884532939039598,-0.4264940513390658
Gabriel Oliveira,23,Goalkeeper,Premier League,30.57,-0.4893392991938244,-1.0589205941035984,-1.0480015193470922,-0.1879627027154273
Diego Costa,31,Defender,Ligue 1,23.09,1.2524758269436105,0.15092113212601535,-0.49150770412944916,-0.9035567485863429
Julian Silva,32,Defender,Premier League,20.44,-0.106744069175197,-1.2973565547473906,0.1371241982460362,-0.5457597256508852
Leo Oliveira,34,Defender,Serie A,2.77,0.08455354583411658,0.6631168994349027,1.5489696183352415,-0.9631895857422526
Lucas Costa,21,Defender,Bundesliga,4.63,-0.3886563439257645,-1.4563138618432523,-1.2128885757078751,1.9588194348973198
Diego Garcia,18,Goalkeeper,Premier League,37.18,0.2456462742630122,0.20390690115796928,-0.3266206477686662,-0.6650253999627043
Gabriel Rodriguez,30,Defender,Serie A,4.12,-1.173983395016631,-0.9794419405556675,1.796300202876416,-0.30722837702724654
Lucas Lopez,34,Midfielder,La Liga,36.46,0.07448525030731058,-0.7586679029225263,-1.0376960783245432,2.734046317924145
Diego Costa,20,Goalkeeper,Premier League,18.87,-0.4893392991938244,-0.9971038635663187,-1.0273906373019943,2.3762492949886878
Mateo Costa,34,Goalkeeper,Bundesliga,27.65,-0.2980416841845106,-1.0677515556089239,-0.9861688732117984,1.3624910633382232
Enzo Diaz,32,Forward,La Liga,3.13,0.4872853669063557,-0.5114009807734081,0.1577350802911341,-0.6650253999627043
Lucas Silva,29,Goalkeeper,Bundesliga,28.07,-0.7309783918371678,0.11559728610471273,-0.5636457912872919,-0.7842910742745237
Diego Rodriguez,18,Goalkeeper,Serie A,36.97,3.1352470904563288,0.10676632459938708,-0.6048675553774875,0.11020148306412099
Marco Garcia,32,Defender,La Liga,5.92,-1.6572615803033182,0.04494959406210769,0.6936180134636791,-0.48612688849497543
Diego Diaz,18,Defender,Ligue 1,24.5,-0.7611832784175858,1.4932272809355134,1.07491933129799,-0.5457597256508852
Gabriel Diaz,27,Defender,Serie A,5.55,0.39667070716510205,-1.2532017472207626,-1.0376960783245432,1.422123900494133
Gabriel Diaz,31,Midfielder,Bundesliga,9.55,-0.3282465707649286,-0.9264561715237135,-1.1510559295725817,1.6010224119618617
Marco Garcia,32,Defender,Ligue 1,3.3,1.423636850899312,-0.741005979911875,0.17834596233623198,-0.9035567485863429
Diego Rodriguez,23,Defender,La Liga,27.51,-0.18729043338964493,1.3695938198609547,1.064613890275441,-0.4264940513390658
Santi Oliveira,20,Defender,Ligue 1,14.92,-2.331837380599319,0.24806170868459754,-0.8109763758284665,-0.48612688849497543
Enzo Fernandez,18,Midfielder,Serie A,30.94,-0.19735872891645093,1.528551126956816,-1.1716668116176796,-0.4264940513390658
Leo Oliveira,21,Goalkeeper,Ligue 1,39.19,0.024143772673280633,-1.0147657865769701,0.6420908083509344,-0.4264940513390658
Mateo Rodriguez,18,Goalkeeper,Premier League,19.29,-0.36851975287215255,1.0693411286798824,0.5287309571028961,-0.30722837702724654
Hugo Santos,18,Midfielder,La Liga,9.55,-0.40879293497937647,1.4579034349142113,0.18865140335878094,-0.724658237118614
Hugo Diaz,17,Goalkeeper,Ligue 1,9.52,-1.5163054429280343,-1.0059348250716444,-1.089223283437288,1.6010224119618617
Mateo Martinez,25,Midfielder,Serie A,35.79,1.7156174211766857,-0.18465540507635914,-0.43998049901670455,0.2294671573759402
Gabriel Diaz,30,Midfielder,La Liga,1.26,0.11475843241453454,0.9457076676053237,-1.4602191602490497,-0.30722837702724654
Julian Lopez,22,Defender,Serie A,20.21,-0.36851975287215255,-1.138399247651529,-0.9346416680990538,-0.48612688849497543
Lucas Santos,20,Goalkeeper,Ligue 1,26.66,-0.5598173678814661,-0.988272902060993,-1.1098341654823858,0.8854283660909461
Enzo Garcia,30,Midfielder,Serie A,7.7,-0.43899782155979444,0.813243245025439,1.4974424132224968,-0.6650253999627043
Julian Lopez,27,Forward,Premier League,32.93,0.3563975250578781,0.8220742065307645,-0.23387167856572563,-0.724658237118614
Hugo Garcia,32,Midfielder,Bundesliga,25.3,-0.5296124813010481,-1.4474829003379268,-1.2025831346853262,0.5276313431554883
Lucas Santos,34,Forward,Serie A,26.05,-0.3987246394525705,1.528551126956816,-0.7594491707157217,-0.2475955398713369
Lucas Lopez,21,Forward,Ligue 1,27.96,0.03421206820008662,0.7249336299721825,0.2814003725617215,-0.6650253999627043
Mateo Oliveira,28,Defender,Premier League,17.81,-0.026197704960749094,-0.7763298259331776,-0.4502859400392535,-0.9035567485863429
Enzo Lopez,22,Forward,Ligue 1,19.36,0.2355779787362062,0.6189620919082747,-0.4605913810618024,-0.6053925628067948
Lucas Oliveira,19,Forward,Serie A,6.72,0.4973536624331619,0.7779193990041364,-0.532729468219645,-0.1879627027154273
Julian Costa,20,Goalkeeper,La Liga,15.98,2.098212651195313,0.4953286308337155,-0.9449471091216027,-0.4264940513390658
Lucas Santos,26,Forward,Serie A,27.13,-0.2879733886577046,0.32754036223252825,-0.027762858114746814,-0.7842910742745237
Santi Rodriguez,31,Defender,La Liga,27.95,1.7558906032839094,0.1950759396526436,-0.19264991447552982,-0.12832986555951761
Hugo Garcia,31,Forward,Bundesliga,12.71,-0.9122077113196755,1.2812842048076982,-1.243804898775522,-0.724658237118614
Enzo Fernandez,25,Midfielder,Bundesliga,19.79,0.21544138768259444,0.5659763228763207,-0.2957043247010193,-0.5457597256508852
Julian Martinez,22,Goalkeeper,Bundesliga,3.2,-2.2814959029652893,-1.0677515556089239,-1.2128885757078751,2.1973507835209585
Lucas Fernandez,30,Midfielder,Premier League,20.18,0.7691976416569234,0.036118632556782035,-0.08959550425004052,-0.3668612141831562
Diego Silva,34,Midfielder,Bundesliga,18.61,-0.60009054998869,-0.18465540507635914,1.1882791825460284,-0.6053925628067948
Lucas Fernandez,23,Midfielder,Premier League,0.73,-0.24770020655048086,1.2901151663130235,-1.4911354833166965,-0.4264940513390658
Marco Oliveira,28,Forward,La Liga,16.37,-0.680636914203138,-1.4209900158219497,-0.9861688732117984,0.28909999453184987
Gabriel Oliveira,23,Goalkeeper,Ligue 1,29.3,-0.3886563439257645,1.9700992022230985,0.47720375199015136,-0.724658237118614
Leo Oliveira,18,Defender,Serie A,1.03,-0.9021394157928695,-0.21114828959233609,0.45659286994505344,-0.5457597256508852
Hugo Rodriguez,22,Forward,Premier League,12.49,0.3161243429506541,0.5129905538443668,-1.2541103397980709,-0.48612688849497543
Lucas Martinez,23,Goalkeeper,Ligue 1,8.53,0.980631847719849,-2.145128859258653,-0.8418926988961133,0.2294671573759402
Julian Rodriguez,28,Goalkeeper,Bundesliga,2.73,0.17516820557537047,0.8573980525520671,0.37414934176466186,-0.009064191247698392
Leo Costa,21,Forward,Bundesliga,23.68,-0.2980416841845106,1.157650743733139,0.2607894905166236,-0.5457597256508852
Santi Garcia,27,Defender,Bundesliga,25.6,-0.016129409433943327,-0.7056821338905723,0.8172833057342666,-0.4264940513390658
Marco Fernandez,31,Forward,La Liga,19.66,-0.07653918259477904,1.3166080508290008,-0.11020638629513843,-0.7842910742745237
Lucas Diaz,33,Midfielder,Ligue 1,10.53,-0.2779050931308986,-0.8999632870077365,-1.0583069603696411,1.0046940404027656
Julian Oliveira,29,Midfielder,La Liga,13.72,-0.7410466873639738,-1.191385016683483,-1.1304450475274836,2.0184522720532296
Enzo Oliveira,17,Defender,Ligue 1,9.55,0.5476951400671917,0.7867503605094619,0.06498611108819376,-0.724658237118614
Leo Diaz,23,Forward,La Liga,33.64,-0.8719345292124516,-1.1560611706621804,-1.233499457752973,1.1835925518704942
Santi Martinez,21,Midfielder,Premier League,38.72,0.3161243429506541,1.3519318968503033,1.1676683005009305,-0.6053925628067948
Diego Costa,24,Goalkeeper,Serie A,8.04,-0.590022254461884,0.34520228524317953,0.17834596233623198,-0.30722837702724654
Gabriel Rodriguez,20,Goalkeeper,Premier League,9.0,0.27585116084343014,-0.290626943140267,-0.2544825606108235,-0.6650253999627043
Santi Oliveira,27,Midfielder,La Liga,3.53,-0.9323443023732875,-1.1737230936728316,-0.9140307860539558,1.89918659774141
Santi Fernandez,19,Defender,Bundesliga,10.99,-0.7712515739443918,-0.26413405862429,0.023764346997997943,-0.6650253999627043
Hugo Silva,21,Goalkeeper,Bundesliga,12.01,0.45708048032593795,2.2085351628668914,0.6317853673283854,-0.8439239114304332
Hugo Lopez,24,Midfielder,Ligue 1,32.1,-0.43899782155979444,0.5924692073922979,-0.33692608879121516,-0.30722837702724654
Leo Santos,26,Goalkeeper,Ligue 1,1.03,0.5779000266476099,0.18624497814731797,1.044003008230343,-0.6053925628067948
Julian Fernandez,28,Defender,Serie A,11.75,0.7490610506033114,-0.061021944001800166,0.1989568443813299,-0.48612688849497543
Lucas Costa,23,Goalkeeper,Bundesliga,32.0,1.7055491256498794,-0.7851607874385031,-0.6357838784451344,-0.06869702840360792
Lucas Diaz,31,Goalkeeper,Bundesliga,35.93,-0.670568618676332,0.5748072843816465,-0.027762858114746814,-0.724658237118614
Marco Garcia,18,Goalkeeper,Bundesliga,31.5,-0.590022254461884,1.2812842048076982,-0.24417711958827457,-0.724658237118614
Diego Lopez,33,Midfielder,Ligue 1,33.03,0.054348659253698604,1.4490724734088853,1.044003008230343,-0.6650253999627043
Leo Oliveira,17,Goalkeeper,Ligue 1,15.52,0.06441695478050459,-0.061021944001800166,1.4149988850421054,-0.724658237118614
Enzo Santos,17,Defender,Premier League,39.22,0.04428036372689261,3.2682505435059683,-0.2544825606108235,-0.6053925628067948
Marco Lopez,17,Forward,Bundesliga,14.82,-0.8215930515784218,-1.3238494392633675,-1.0583069603696411,2.3166164578327777
Leo Costa,19,Goalkeeper,Bundesliga,9.99,0.3161243429506541,-1.0677515556089239,-0.9758634321892494,2.0780851092091392
